FR0000120271;09/06/2011;38.66;;;
FR0000120271;10/06/2011;38;;;
FR0000120271;13/06/2011;37.98;;;
FR0000120271;14/06/2011;38.325;;;
FR0000120271;15/06/2011;37.74;;;
FR0000120271;16/06/2011;38.09;;;
FR0000120271;17/06/2011;38.13;;;
FR0000120271;20/06/2011;38.055;;;
FR0000120271;21/06/2011;38.875;;;
FR0000120271;22/06/2011;38.58;;;
FR0000120271;23/06/2011;37.97;;;
FR0000120271;24/06/2011;37.995;;;
FR0000120271;27/06/2011;38.13;;;
FR0000120271;28/06/2011;38.4;;;
FR0000120271;29/06/2011;39.115;;;
FR0000120271;30/06/2011;39.88;;;
FR0000120271;01/07/2011;39.91;;;
FR0000120271;04/07/2011;39.87;;;
FR0000120271;05/07/2011;39.67;;;
FR0000120271;06/07/2011;39.8;;;
FR0000120271;07/07/2011;40.4;;;
FR0000120271;08/07/2011;39.97;;;
FR0000120271;11/07/2011;39.33;;;
FR0000120271;12/07/2011;38.83;;;
FR0000120271;13/07/2011;38.85;;;
FR0000120271;14/07/2011;38.595;;;
FR0000120271;15/07/2011;38.37;;;
FR0000120271;18/07/2011;38.085;;;
FR0000120271;19/07/2011;38.32;;;
FR0000120271;20/07/2011;38.555;;;
FR0000120271;21/07/2011;38.905;;;
FR0000120271;22/07/2011;39.455;;;
FR0000120271;25/07/2011;39.265;;;
FR0000120271;26/07/2011;39.06;;;
FR0000120271;27/07/2011;38.68;;;
FR0000120271;28/07/2011;38.365;;;
FR0000120271;29/07/2011;37.78;;;
FR0000120271;01/08/2011;37.075;;;
FR0000120271;02/08/2011;36.8;;;
FR0000120271;03/08/2011;36.15;;;
FR0000120271;04/08/2011;35.31;;;
FR0000120271;05/08/2011;34.235;;;
FR0000120271;08/08/2011;33.295;;;
FR0000120271;09/08/2011;33.11;;;
FR0000120271;10/08/2011;31.665;;;
FR0000120271;11/08/2011;32.22;;;
FR0000120271;12/08/2011;33.09;;;
FR0000120271;15/08/2011;33.375;;;
FR0000120271;16/08/2011;33.35;;;
FR0000120271;17/08/2011;33.85;;;
FR0000120271;18/08/2011;32.625;;;
FR0000120271;19/08/2011;31.99;;;
FR0000120271;22/08/2011;32.71;;;
FR0000120271;23/08/2011;33.085;;;
FR0000120271;24/08/2011;33.19;;;
FR0000120271;25/08/2011;32.74;;;
FR0000120271;26/08/2011;32.5;;;
FR0000120271;29/08/2011;33.165;;;
FR0000120271;30/08/2011;33.16;;;
FR0000120271;31/08/2011;33.995;;;
FR0000120271;01/09/2011;34.365;;;
FR0000120271;02/09/2011;33.44;;;
FR0000120271;05/09/2011;32.01;;;
FR0000120271;06/09/2011;31.69;;;
FR0000120271;07/09/2011;32.855;;;
FR0000120271;08/09/2011;33.66;;;
FR0000120271;09/09/2011;32.83;;;
FR0000120271;12/09/2011;32.12;;;
FR0000120271;13/09/2011;32.3;;;
FR0000120271;14/09/2011;32.69;;;
FR0000120271;15/09/2011;33.255;;;
FR0000120271;16/09/2011;33.305;;;
FR0000120271;19/09/2011;32.155;;;
FR0000120271;20/09/2011;32.595;;;
FR0000120271;21/09/2011;32.205;;;
FR0000120271;22/09/2011;30.375;;;
FR0000120271;23/09/2011;30.85;;;
FR0000120271;26/09/2011;31.315;;;
FR0000120271;27/09/2011;32.84;;;
FR0000120271;28/09/2011;32.925;;;
FR0000120271;29/09/2011;32.965;;;
FR0000120271;30/09/2011;33.235;;;
FR0000120271;03/10/2011;32.545;;;
FR0000120271;04/10/2011;32.28;;;
FR0000120271;05/10/2011;33.25;;;
FR0000120271;06/10/2011;34.345;;;
FR0000120271;07/10/2011;35.325;;;
FR0000120271;10/10/2011;35.905;;;
FR0000120271;11/10/2011;35.715;;;
FR0000120271;12/10/2011;36.56;;;
FR0000120271;13/10/2011;36.42;;;
FR0000120271;14/10/2011;37.22;;;
FR0000120271;17/10/2011;37.055;;;
FR0000120271;18/10/2011;37.065;;;
FR0000120271;19/10/2011;37.51;;;
FR0000120271;20/10/2011;37.38;;;
FR0000120271;21/10/2011;38;;;
FR0000120271;24/10/2011;37.935;;;
FR0000120271;25/10/2011;37.735;;;
FR0000120271;26/10/2011;37.795;;;
FR0000120271;27/10/2011;39.12;;;
FR0000120271;28/10/2011;38.375;;;
FR0000120271;31/10/2011;37.815;;;
FR0000120271;01/11/2011;36.67;;;
FR0000120271;02/11/2011;37.08;;;
FR0000120271;03/11/2011;37.57;;;
FR0000120271;04/11/2011;37.035;;;
FR0000120271;07/11/2011;36.95;;;
FR0000120271;08/11/2011;37.565;;;
FR0000120271;09/11/2011;37.22;;;
FR0000120271;10/11/2011;37.005;;;
FR0000120271;11/11/2011;37.64;;;
FR0000120271;14/11/2011;37.6;;;
FR0000120271;15/11/2011;37.17;;;
FR0000120271;16/11/2011;37.705;;;
FR0000120271;17/11/2011;37.43;;;
FR0000120271;18/11/2011;37.11;;;
FR0000120271;21/11/2011;36.02;;;
FR0000120271;22/11/2011;35.83;;;
FR0000120271;23/11/2011;35.32;;;
FR0000120271;24/11/2011;34.84;;;
FR0000120271;25/11/2011;35.69;;;
FR0000120271;28/11/2011;37.01;;;
FR0000120271;29/11/2011;37.26;;;
FR0000120271;30/11/2011;38.335;;;
FR0000120271;01/12/2011;38.305;;;
FR0000120271;02/12/2011;38.61;;;
FR0000120271;05/12/2011;38.765;;;
FR0000120271;06/12/2011;38.65;;;
FR0000120271;07/12/2011;38.815;;;
FR0000120271;08/12/2011;37.905;;;
FR0000120271;09/12/2011;38.855;;;
FR0000120271;12/12/2011;38.05;;;
FR0000120271;13/12/2011;38.5;;;
FR0000120271;14/12/2011;37.565;;;
FR0000120271;15/12/2011;37.585;;;
FR0000120271;16/12/2011;36.855;;;
FR0000120271;19/12/2011;36.525;;;
FR0000120271;20/12/2011;37.03;;;
FR0000120271;21/12/2011;37.44;;;
FR0000120271;22/12/2011;37.83;;;
FR0000120271;23/12/2011;38.635;;;
FR0000120271;26/12/2011;38.635;;;
FR0000120271;27/12/2011;38.84;;;
FR0000120271;28/12/2011;38.43;;;
FR0000120271;29/12/2011;39.255;;;
FR0000120271;30/12/2011;39.5;;;
FR0000120271;02/01/2012;40;;;
FR0000120271;03/01/2012;40.445;;;
FR0000120271;04/01/2012;40.135;;;
FR0000120271;05/01/2012;39.86;;;
FR0000120271;06/01/2012;39.99;;;
FR0000120271;09/01/2012;39.96;;;
FR0000120271;10/01/2012;40.44;;;
FR0000120271;11/01/2012;39.875;;;
FR0000120271;12/01/2012;39.05;;;
FR0000120271;13/01/2012;39.015;;;
FR0000120271;16/01/2012;39.485;;;
FR0000120271;17/01/2012;40.25;;;
FR0000120271;18/01/2012;40.08;;;
FR0000120271;19/01/2012;40.44;;;
FR0000120271;20/01/2012;39.85;;;
FR0000120271;23/01/2012;40;;;
FR0000120271;24/01/2012;40.42;;;
FR0000120271;25/01/2012;40.33;;;
FR0000120271;26/01/2012;40.59;;;
FR0000120271;27/01/2012;40.085;;;
FR0000120271;30/01/2012;39.81;;;
FR0000120271;31/01/2012;40.405;;;
FR0000120271;01/02/2012;40.65;;;
FR0000120271;02/02/2012;40.89;;;
FR0000120271;03/02/2012;41;;;
FR0000120271;06/02/2012;40.905;;;
FR0000120271;07/02/2012;40.935;;;
FR0000120271;08/02/2012;40.865;;;
FR0000120271;09/02/2012;41.145;;;
FR0000120271;10/02/2012;40.58;;;
FR0000120271;13/02/2012;41.04;;;
FR0000120271;14/02/2012;41.1;;;
FR0000120271;15/02/2012;41.025;;;
FR0000120271;16/02/2012;41.28;;;
FR0000120271;17/02/2012;41.68;;;
FR0000120271;20/02/2012;41.985;;;
FR0000120271;21/02/2012;41.8;;;
FR0000120271;22/02/2012;41.845;;;
FR0000120271;23/02/2012;41.81;;;
FR0000120271;24/02/2012;42.065;;;
FR0000120271;27/02/2012;41.97;;;
FR0000120271;28/02/2012;41.935;;;
FR0000120271;29/02/2012;41.99;;;
FR0000120271;01/03/2012;42.58;;;
FR0000120271;02/03/2012;42.46;;;
FR0000120271;05/03/2012;42.35;;;
FR0000120271;06/03/2012;41.61;;;
FR0000120271;07/03/2012;41.49;;;
FR0000120271;08/03/2012;42.065;;;
FR0000120271;09/03/2012;42.215;;;
FR0000120271;12/03/2012;42.06;;;
FR0000120271;13/03/2012;42.655;;;
FR0000120271;14/03/2012;42.7;;;
FR0000120271;15/03/2012;42.47;;;
FR0000120271;16/03/2012;42.53;;;
FR0000120271;19/03/2012;42.33;;;
FR0000120271;20/03/2012;41.675;;;
FR0000120271;21/03/2012;41.595;;;
FR0000120271;22/03/2012;41.06;;;
FR0000120271;23/03/2012;40.74;;;
FR0000120271;26/03/2012;41.005;;;
FR0000120271;27/03/2012;38.56;;;
FR0000120271;28/03/2012;38.02;;;
FR0000120271;29/03/2012;37.83;;;
FR0000120271;30/03/2012;38.24;;;
FR0000120271;02/04/2012;39.125;;;
FR0000120271;03/04/2012;38.395;;;
FR0000120271;04/04/2012;37.91;;;
FR0000120271;05/04/2012;38.21;;;
FR0000120271;06/04/2012;38.21;;;
FR0000120271;09/04/2012;38.21;;;
FR0000120271;10/04/2012;37.135;;;
FR0000120271;11/04/2012;37.15;;;
FR0000120271;12/04/2012;37.04;;;
FR0000120271;13/04/2012;36.42;;;
FR0000120271;16/04/2012;36.98;;;
FR0000120271;17/04/2012;37.465;;;
FR0000120271;18/04/2012;37.32;;;
FR0000120271;19/04/2012;36.335;;;
FR0000120271;20/04/2012;36.45;;;
FR0000120271;23/04/2012;35.56;;;
FR0000120271;24/04/2012;35.91;;;
FR0000120271;25/04/2012;36.225;;;
FR0000120271;26/04/2012;36.51;;;
FR0000120271;27/04/2012;36.5;;;
FR0000120271;30/04/2012;36.07;;;
FR0000120271;01/05/2012;36.07;;;
FR0000120271;02/05/2012;36.145;;;
FR0000120271;03/05/2012;36.16;;;
FR0000120271;04/05/2012;35.515;;;
FR0000120271;07/05/2012;35.95;;;
FR0000120271;08/05/2012;34.905;;;
FR0000120271;09/05/2012;34.485;;;
FR0000120271;10/05/2012;35.15;;;
FR0000120271;11/05/2012;35.135;;;
FR0000120271;14/05/2012;34.47;;;
FR0000120271;15/05/2012;34.365;;;
FR0000120271;16/05/2012;34.92;;;
FR0000120271;17/05/2012;34.59;;;
FR0000120271;18/05/2012;34.65;;;
FR0000120271;21/05/2012;34.585;;;
FR0000120271;22/05/2012;35.15;;;
FR0000120271;23/05/2012;34.495;;;
FR0000120271;24/05/2012;35;;;
FR0000120271;25/05/2012;35.18;;;
FR0000120271;28/05/2012;35.065;;;
FR0000120271;29/05/2012;35.2;;;
FR0000120271;30/05/2012;34.535;;;
FR0000120271;31/05/2012;34.765;;;
FR0000120271;01/06/2012;34;;;
FR0000120271;04/06/2012;33.96;;;
FR0000120271;05/06/2012;34.32;;;
FR0000120271;06/06/2012;34.8;;;
FR0000120271;07/06/2012;34.77;;;
FR0000120271;08/06/2012;34.595;;;
FR0000120271;11/06/2012;34.695;;;
FR0000120271;12/06/2012;34.825;;;
FR0000120271;13/06/2012;34.815;;;
FR0000120271;14/06/2012;34.875;;;
FR0000120271;15/06/2012;35.43;;;
FR0000120271;18/06/2012;34.795;;;
FR0000120271;19/06/2012;35.3;;;
FR0000120271;20/06/2012;35.205;;;
FR0000120271;21/06/2012;34.835;;;
FR0000120271;22/06/2012;34.41;;;
FR0000120271;25/06/2012;33.835;;;
FR0000120271;26/06/2012;33.63;;;
FR0000120271;27/06/2012;34.2;;;
FR0000120271;28/06/2012;34.04;;;
FR0000120271;29/06/2012;35.5;;;
FR0000120271;02/07/2012;35.985;;;
FR0000120271;03/07/2012;37.055;;;
FR0000120271;04/07/2012;36.91;;;
FR0000120271;05/07/2012;36.515;;;
FR0000120271;06/07/2012;36.06;;;
FR0000120271;09/07/2012;35.94;;;
FR0000120271;10/07/2012;35.96;;;
FR0000120271;11/07/2012;36.04;;;
FR0000120271;12/07/2012;35.63;;;
FR0000120271;13/07/2012;36.035;;;
FR0000120271;16/07/2012;36.01;;;
FR0000120271;17/07/2012;35.865;;;
FR0000120271;18/07/2012;36.54;;;
FR0000120271;19/07/2012;36.665;;;
FR0000120271;20/07/2012;36.055;;;
FR0000120271;23/07/2012;35.39;;;
FR0000120271;24/07/2012;34.83;;;
FR0000120271;25/07/2012;34.83;;;
FR0000120271;26/07/2012;36.12;;;
FR0000120271;27/07/2012;37.35;;;
FR0000120271;30/07/2012;37.45;;;
FR0000120271;31/07/2012;37.605;;;
FR0000120271;01/08/2012;37.995;;;
FR0000120271;02/08/2012;37.34;;;
FR0000120271;03/08/2012;38.925;;;
FR0000120271;06/08/2012;38.9;;;
FR0000120271;07/08/2012;39.755;;;
FR0000120271;08/08/2012;39.895;;;
FR0000120271;09/08/2012;40;;;
FR0000120271;10/08/2012;39.96;;;
FR0000120271;13/08/2012;39.755;;;
FR0000120271;14/08/2012;40;;;
FR0000120271;15/08/2012;40.03;;;
FR0000120271;16/08/2012;40.25;;;
FR0000120271;17/08/2012;40.38;;;
FR0000120271;20/08/2012;40.45;;;
FR0000120271;21/08/2012;40.45;;;
FR0000120271;22/08/2012;39.805;;;
FR0000120271;23/08/2012;39.38;;;
FR0000120271;24/08/2012;39.385;;;
FR0000120271;27/08/2012;39.6;;;
FR0000120271;28/08/2012;39.24;;;
FR0000120271;29/08/2012;39.425;;;
FR0000120271;30/08/2012;39.17;;;
FR0000120271;31/08/2012;39.705;;;
FR0000120271;03/09/2012;40.045;;;
FR0000120271;04/09/2012;39.42;;;
FR0000120271;05/09/2012;39.225;;;
FR0000120271;06/09/2012;40.5;;;
FR0000120271;07/09/2012;40.545;;;
FR0000120271;10/09/2012;40.45;;;
FR0000120271;11/09/2012;41.195;;;
FR0000120271;12/09/2012;41.05;;;
FR0000120271;13/09/2012;40.89;;;
FR0000120271;14/09/2012;41.84;;;
FR0000120271;17/09/2012;41.42;;;
FR0000120271;18/09/2012;41;;;
FR0000120271;19/09/2012;41.47;;;
FR0000120271;20/09/2012;40.81;;;
FR0000120271;21/09/2012;40.8;;;
FR0000120271;24/09/2012;40.55;;;
FR0000120271;25/09/2012;40.74;;;
FR0000120271;26/09/2012;39.61;;;
FR0000120271;27/09/2012;39.68;;;
FR0000120271;28/09/2012;38.6;;;
FR0000120271;01/10/2012;39.28;;;
FR0000120271;02/10/2012;39.06;;;
FR0000120271;03/10/2012;38.735;;;
FR0000120271;04/10/2012;38.33;;;
FR0000120271;05/10/2012;38.73;;;
FR0000120271;08/10/2012;38.29;;;
FR0000120271;09/10/2012;38.39;;;
FR0000120271;10/10/2012;38.2;;;
FR0000120271;11/10/2012;38.75;;;
FR0000120271;12/10/2012;38.135;;;
FR0000120271;15/10/2012;38.5;;;
FR0000120271;16/10/2012;39.55;;;
FR0000120271;17/10/2012;40;;;
FR0000120271;18/10/2012;39.84;;;
FR0000120271;19/10/2012;39.6;;;
FR0000120271;22/10/2012;39.34;;;
FR0000120271;23/10/2012;38.455;;;
FR0000120271;24/10/2012;38.675;;;
FR0000120271;25/10/2012;38.43;;;
FR0000120271;26/10/2012;38.71;;;
FR0000120271;29/10/2012;38.39;;;
FR0000120271;30/10/2012;38.99;;;
FR0000120271;31/10/2012;38.82;;;
FR0000120271;01/11/2012;39.115;;;
FR0000120271;02/11/2012;39.44;;;
FR0000120271;05/11/2012;38.84;;;
FR0000120271;06/11/2012;39.015;;;
FR0000120271;07/11/2012;37.875;;;
FR0000120271;08/11/2012;37.695;;;
FR0000120271;09/11/2012;38;;;
FR0000120271;12/11/2012;37.825;;;
FR0000120271;13/11/2012;37.98;;;
FR0000120271;14/11/2012;37.515;;;
FR0000120271;15/11/2012;37.43;;;
FR0000120271;16/11/2012;36.975;;;
FR0000120271;19/11/2012;38.215;;;
FR0000120271;20/11/2012;38.22;;;
FR0000120271;21/11/2012;38.22;;;
FR0000120271;22/11/2012;38.305;;;
FR0000120271;23/11/2012;38.6;;;
FR0000120271;26/11/2012;38.42;;;
FR0000120271;27/11/2012;37.97;;;
FR0000120271;28/11/2012;38.25;;;
FR0000120271;29/11/2012;38.565;;;
FR0000120271;30/11/2012;38.475;;;
FR0000120271;03/12/2012;38.575;;;
FR0000120271;04/12/2012;38.525;;;
FR0000120271;05/12/2012;38.57;;;
FR0000120271;06/12/2012;38.615;;;
FR0000120271;07/12/2012;38.275;;;
FR0000120271;10/12/2012;38.635;;;
FR0000120271;11/12/2012;39.305;;;
FR0000120271;12/12/2012;39.66;;;
FR0000120271;13/12/2012;39.72;;;
FR0000120271;14/12/2012;39.46;;;
FR0000120271;17/12/2012;39.14;;;
FR0000120271;18/12/2012;39.055;;;
FR0000120271;19/12/2012;39.2;;;
FR0000120271;20/12/2012;38.965;;;
FR0000120271;21/12/2012;39.205;;;
FR0000120271;24/12/2012;39.2;;;
FR0000120271;25/12/2012;39.2;;;
FR0000120271;26/12/2012;39.2;;;
FR0000120271;27/12/2012;39.515;;;
FR0000120271;28/12/2012;38.91;;;
FR0000120271;31/12/2012;39.01;;;
FR0000120271;01/01/2013;39.01;;;
FR0000120271;02/01/2013;39.975;;;
FR0000120271;03/01/2013;39.855;;;
FR0000120271;04/01/2013;39.82;;;
FR0000120271;07/01/2013;39.155;;;
FR0000120271;08/01/2013;39.385;;;
FR0000120271;09/01/2013;39.53;;;
FR0000120271;10/01/2013;39.55;;;
FR0000120271;11/01/2013;39.485;;;
FR0000120271;14/01/2013;39.61;;;
FR0000120271;15/01/2013;39.73;;;
FR0000120271;16/01/2013;39.895;;;
FR0000120271;17/01/2013;39.71;;;
FR0000120271;18/01/2013;39.31;;;
FR0000120271;21/01/2013;39.42;;;
FR0000120271;22/01/2013;39.49;;;
FR0000120271;23/01/2013;39.42;;;
FR0000120271;24/01/2013;39.735;;;
FR0000120271;25/01/2013;39.825;;;
FR0000120271;28/01/2013;39.495;;;
FR0000120271;29/01/2013;40.135;;;
FR0000120271;30/01/2013;40.62;;;
FR0000120271;31/01/2013;39.93;;;
FR0000120271;01/02/2013;40.16;;;
FR0000120271;04/02/2013;39;;;
FR0000120271;05/02/2013;39.45;;;
FR0000120271;06/02/2013;38.895;;;
FR0000120271;07/02/2013;38.405;;;
FR0000120271;08/02/2013;38.38;;;
FR0000120271;11/02/2013;38.16;;;
FR0000120271;12/02/2013;38.36;;;
FR0000120271;13/02/2013;38.505;;;
FR0000120271;14/02/2013;37.735;;;
FR0000120271;15/02/2013;37.3;;;
FR0000120271;18/02/2013;37.445;;;
FR0000120271;19/02/2013;38.3;;;
FR0000120271;20/02/2013;37.955;;;
FR0000120271;21/02/2013;37.23;;;
FR0000120271;22/02/2013;38.06;;;
FR0000120271;25/02/2013;38.41;;;
FR0000120271;26/02/2013;37.195;;;
FR0000120271;27/02/2013;38.005;;;
FR0000120271;28/02/2013;38.295;;;
FR0000120271;01/03/2013;38.315;;;
FR0000120271;04/03/2013;38.17;;;
FR0000120271;05/03/2013;39;;;
FR0000120271;06/03/2013;39.075;;;
FR0000120271;07/03/2013;39.16;;;
FR0000120271;08/03/2013;39.19;;;
FR0000120271;11/03/2013;39.315;;;
FR0000120271;12/03/2013;39.35;;;
FR0000120271;13/03/2013;39.21;;;
FR0000120271;14/03/2013;39.565;;;
FR0000120271;15/03/2013;39.165;;;
FR0000120271;18/03/2013;38.725;;;
FR0000120271;19/03/2013;38.395;;;
FR0000120271;20/03/2013;38.73;;;
FR0000120271;21/03/2013;38.25;;;
FR0000120271;22/03/2013;38.1;;;
FR0000120271;25/03/2013;37.8;;;
FR0000120271;26/03/2013;37.7;;;
FR0000120271;27/03/2013;37.44;;;
FR0000120271;28/03/2013;37.355;;;
FR0000120271;29/03/2013;37.355;;;
FR0000120271;01/04/2013;37.355;;;
FR0000120271;02/04/2013;38.2;;;
FR0000120271;03/04/2013;37.505;;;
FR0000120271;04/04/2013;37.32;;;
FR0000120271;05/04/2013;36.745;;;
FR0000120271;08/04/2013;36.75;;;
FR0000120271;09/04/2013;37.11;;;
FR0000120271;10/04/2013;37.46;;;
FR0000120271;11/04/2013;37.505;;;
FR0000120271;12/04/2013;37.19;;;
FR0000120271;15/04/2013;36.55;;;
FR0000120271;16/04/2013;36.185;;;
FR0000120271;17/04/2013;35.25;;;
FR0000120271;18/04/2013;35.28;;;
FR0000120271;19/04/2013;35.54;;;
FR0000120271;22/04/2013;35.79;;;
FR0000120271;23/04/2013;36.945;;;
FR0000120271;24/04/2013;37.765;;;
FR0000120271;25/04/2013;38.1;;;
FR0000120271;26/04/2013;37.55;;;
FR0000120271;29/04/2013;38.125;;;
FR0000120271;30/04/2013;38.27;;;
FR0000120271;01/05/2013;38.27;;;
FR0000120271;02/05/2013;37.9;;;
FR0000120271;03/05/2013;38.435;;;
FR0000120271;06/05/2013;38.46;;;
FR0000120271;07/05/2013;38.525;;;
FR0000120271;08/05/2013;38.725;;;
FR0000120271;09/05/2013;38.76;;;
FR0000120271;10/05/2013;38.85;;;
FR0000120271;13/05/2013;38.81;;;
FR0000120271;14/05/2013;38.975;;;
FR0000120271;15/05/2013;38.9;;;
FR0000120271;16/05/2013;38.55;;;
FR0000120271;17/05/2013;39;;;
FR0000120271;20/05/2013;39.335;;;
FR0000120271;21/05/2013;39.675;;;
FR0000120271;22/05/2013;39.675;;;
FR0000120271;23/05/2013;39.355;;;
FR0000120271;24/05/2013;39.475;;;
FR0000120271;27/05/2013;39.8;;;
FR0000120271;28/05/2013;40.07;;;
FR0000120271;29/05/2013;39.4;;;
FR0000120271;30/05/2013;39.395;;;
FR0000120271;31/05/2013;38.585;;;
FR0000120271;03/06/2013;38.66;;;
FR0000120271;04/06/2013;38.7;;;
FR0000120271;05/06/2013;38;;;
FR0000120271;06/06/2013;37.435;;;
FR0000120271;07/06/2013;37.9;;;
FR0000120271;10/06/2013;37.83;;;
FR0000120271;11/06/2013;37.53;;;
FR0000120271;12/06/2013;37.19;;;
FR0000120271;13/06/2013;37.31;;;
FR0000120271;14/06/2013;37.445;;;
FR0000120271;17/06/2013;38.3;;;
FR0000120271;18/06/2013;38.325;;;
FR0000120271;19/06/2013;38.1;;;
FR0000120271;20/06/2013;36.895;;;
FR0000120271;21/06/2013;36.505;;;
FR0000120271;24/06/2013;35.72;;;
FR0000120271;25/06/2013;36.295;;;
FR0000120271;26/06/2013;36.6;;;
FR0000120271;27/06/2013;37.145;;;
FR0000120271;28/06/2013;37.505;;;
FR0000120271;01/07/2013;37.5;;;
FR0000120271;02/07/2013;37.145;;;
FR0000120271;03/07/2013;37.025;;;
FR0000120271;04/07/2013;37.73;;;
FR0000120271;05/07/2013;37.185;;;
FR0000120271;08/07/2013;38.04;;;
FR0000120271;09/07/2013;38.17;;;
FR0000120271;10/07/2013;38.24;;;
FR0000120271;11/07/2013;38.5;;;
FR0000120271;12/07/2013;38.6;;;
FR0000120271;15/07/2013;38.995;;;
FR0000120271;16/07/2013;38.85;;;
FR0000120271;17/07/2013;39.045;;;
FR0000120271;18/07/2013;39.87;;;
FR0000120271;19/07/2013;39.77;;;
FR0000120271;22/07/2013;40.18;;;
FR0000120271;23/07/2013;39.87;;;
